amount,client_time,category,device
56,1394196303,Games,iOS
19,1394196311,Environment,iOS
63,1394196547,Games,android
65,1394196567,Fashion,iOS
43,1394196665,Games,iOS
33,1394196691,Environment,iOS
26,1394196880,Games,android
43,1394197177,Environment,iOS
43,1394197186,Technology,iOS
33,1394197248,Environment,iOS
46,1394197382,Environment,iOS
38,1394197480,Sports,android
43,1394197507,Environment,iOS
74,1394197616,Environment,iOS
30,1394198228,Sports,iOS
32,1394198399,Games,iOS
35,1394198649,Games,android
36,1394198717,Games,iOS
21,1394198737,Games,iOS
50,1394198794,Games,android
49,1394199116,Technology,iOS
29,1394199235,Sports,iOS
36,1394199326,Fashion,iOS
20,1394199333,Technology,iOS
40,1394199689,Sports,iOS
48,1394199696,Games,iOS
47,1394199832,Sports,android
36,1394199948,Games,iOS
27,1394200025,Sports,iOS
33,1394200277,Sports,android
35,1394200278,Technology,iOS
42,1394200288,Environment,iOS
30,1394200845,Fashion,iOS
39,1394200857,Games,iOS
32,1394201147,Technology,android
31,1394201163,Environment,iOS
41,1394201181,Technology,iOS
73,1394201185,Fashion,iOS
26,1394201191,Environment,iOS
43,1394201199,Environment,iOS
13,1394201273,Sports,iOS
13,1394201336,Sports,iOS
35,1394201378,Games,iOS
43,1394201460,Sports,iOS
69,1394201581,Sports,android
44,1394202027,Technology,iOS
44,1394202204,Environment,iOS
33,1394202293,Sports,iOS
17,1394202296,Fashion,iOS
25,1394202400,Environment,iOS
25,1394202577,Fashion,iOS
44,1394202631,Environment,android
35,1394202647,Fashion,iOS
10,1394202787,Games,iOS
22,1394202816,Environment,iOS
66,1394202976,Environment,iOS
45,1394202991,Environment,iOS
25,1394203044,Games,iOS
41,1394203057,Technology,iOS
50,1394203307,Technology,iOS
38,1394203645,Fashion,iOS
61,1394203709,Sports,android
59,1394203847,Games,iOS
52,1394203911,Technology,iOS
45,1394204118,Games,iOS
36,1394204124,Sports,iOS
51,1394204253,Fashion,iOS
45,1394204529,Fashion,iOS
49,1394204536,Fashion,iOS
42,1394204708,Sports,iOS
30,1394204785,Fashion,iOS
46,1394204910,Sports,android
62,1394204924,Fashion,iOS
30,1394205386,Environment,iOS
52,1394205632,Fashion,iOS
33,1394205722,Environment,iOS
19,1394205796,Sports,iOS
46,1394205830,Fashion,iOS
32,1394205865,Fashion,android
28,1394205920,Fashion,android
50,1394206033,Technology,iOS
69,1394206171,Games,android
44,1394206173,Environment,android
23,1394206356,Games,android
30,1394206491,Games,android
17,1394206553,Fashion,iOS
52,1394206752,Games,iOS
28,1394206964,Sports,android
44,1394207072,Fashion,android
47,1394207080,Environment,iOS
50,1394207129,Fashion,iOS
81,1394207207,Environment,iOS
45,1394207493,Sports,android
45,1394207640,Technology,iOS
26,1394207703,Environment,iOS
50,1394207736,Fashion,iOS
47,1394207777,Environment,iOS
12,1394207927,Games,android
13,1394207975,Sports,iOS
24,1394208236,Environment,android
50,1394208271,Sports,android
27,1394208476,Games,iOS
35,1394208491,Fashion,iOS
43,1394208730,Sports,android
25,1394208894,Games,android
33,1394209194,Environment,iOS
84,1394209275,Environment,iOS
42,1394209294,Sports,iOS
21,1394209307,Fashion,android
34,1394209747,Environment,android
49,1394209877,Environment,android
27,1394209880,Sports,iOS
16,1394209917,Fashion,android
20,1394210225,Sports,iOS
46,1394210461,Environment,iOS
36,1394210874,Fashion,android
7,1394211184,Games,android
35,1394211511,Games,iOS
19,1394211627,Environment,iOS
50,1394211780,Games,android
42,1394211849,Technology,iOS
31,1394211909,Games,android
46,1394212229,Games,android
52,1394212454,Fashion,android
18,1394212528,Games,iOS
58,1394212603,Sports,android
35,1394212635,Technology,iOS
43,1394212642,Technology,android
58,1394212738,Environment,android
27,1394212769,Technology,android
33,1394213534,Fashion,android
21,1394213749,Technology,iOS
50,1394213788,Environment,iOS
25,1394213857,Sports,android
53,1394213858,Fashion,iOS
49,1394214051,Games,iOS
63,1394214128,Environment,iOS
61,1394214144,Environment,iOS
51,1394214212,Games,iOS
36,1394214344,Sports,iOS
59,1394214546,Fashion,android
61,1394214694,Environment,iOS
46,1394214720,Technology,android
27,1394214885,Fashion,android
45,1394214956,Environment,iOS
22,1394215314,Fashion,iOS
33,1394215492,Games,iOS
20,1394215538,Games,iOS
62,1394215707,Technology,iOS
50,1394215737,Technology,iOS
6,1394215867,Environment,iOS
30,1394215974,Environment,iOS
20,1394215975,Sports,iOS
47,1394216158,Technology,iOS
21,1394216207,Fashion,iOS
30,1394216360,Environment,iOS
46,1394216444,Games,iOS
25,1394216450,Fashion,iOS
18,1394216471,Fashion,iOS
20,1394216601,Sports,android
53,1394216695,Sports,android
51,1394216897,Sports,iOS
39,1394216910,Games,iOS
23,1394217102,Sports,iOS
56,1394217263,Technology,iOS
39,1394217418,Sports,android
64,1394217522,Technology,iOS
28,1394217593,Games,iOS
24,1394217779,Sports,android
32,1394217802,Games,iOS
41,1394218067,Technology,android
59,1394218189,Games,iOS
35,1394218257,Sports,android
28,1394218488,Technology,android
49,1394218523,Games,android
18,1394218592,Sports,android
56,1394218943,Technology,iOS
31,1394219045,Games,android
58,1394219145,Games,android
32,1394219265,Games,iOS
28,1394219799,Fashion,iOS
34,1394220083,Fashion,iOS
32,1394220522,Games,iOS
41,1394220576,Technology,iOS
74,1394220731,Technology,iOS
32,1394220768,Environment,android
46,1394220775,Technology,iOS
45,1394220819,Fashion,iOS
12,1394220918,Fashion,android
18,1394220939,Fashion,iOS
36,1394220963,Fashion,android
52,1394221405,Games,android
40,1394221428,Fashion,iOS
46,1394221675,Games,iOS
42,1394221826,Games,iOS
36,1394222117,Technology,android
71,1394222142,Games,iOS
25,1394222168,Fashion,iOS
50,1394222282,Environment,android
1,1394222463,Sports,iOS
72,1394222763,Sports,iOS
54,1394223126,Technology,iOS
17,1394223174,Games,iOS
51,1394223411,Technology,iOS
23,1394223493,Fashion,android
40,1394223602,Sports,iOS
23,1394223684,Sports,android
67,1394224043,Environment,iOS
37,1394224072,Sports,iOS
78,1394224137,Fashion,iOS
35,1394224177,Technology,iOS
52,1394224452,Technology,iOS
31,1394224677,Technology,android
59,1394224882,Games,iOS
31,1394225178,Environment,iOS
17,1394225251,Fashion,iOS
84,1394225301,Sports,android
60,1394225357,Sports,android
34,1394225397,Sports,android
32,1394225654,Technology,android
22,1394225683,Games,iOS
50,1394225722,Environment,android
1,1394225924,Technology,android
50,1394226250,Technology,iOS
46,1394226311,Technology,android
39,1394226680,Fashion,iOS
15,1394226782,Sports,iOS
56,1394226804,Technology,iOS
42,1394227227,Sports,iOS
34,1394227296,Games,iOS
23,1394227414,Environment,iOS
62,1394227453,Technology,iOS
46,1394227468,Fashion,iOS
36,1394227518,Sports,iOS
26,1394227522,Technology,iOS
38,1394227583,Sports,android
16,1394227712,Technology,iOS
37,1394227855,Technology,iOS
17,1394228122,Sports,iOS
46,1394228295,Sports,android
29,1394228417,Environment,iOS
20,1394228555,Fashion,android
53,1394228798,Fashion,iOS
54,1394228943,Games,iOS
80,1394229532,Sports,android
27,1394229540,Fashion,iOS
44,1394229541,Fashion,iOS
47,1394229542,Games,iOS
42,1394229569,Sports,iOS
58,1394229729,Sports,android
17,1394229877,Sports,iOS
55,1394229947,Environment,iOS
71,1394230067,Technology,iOS
80,1394230071,Fashion,iOS
33,1394230113,Environment,iOS
36,1394230485,Sports,android
36,1394230737,Fashion,android
56,1394230757,Technology,iOS
48,1394231035,Technology,android
42,1394231434,Technology,android
11,1394231495,Environment,android
45,1394231530,Games,android
60,1394231919,Technology,android
42,1394232091,Technology,iOS
24,1394232180,Fashion,iOS
42,1394232314,Environment,iOS
62,1394232335,Games,android
39,1394232561,Technology,android
45,1394232747,Technology,iOS
30,1394232886,Games,android
55,1394232970,Fashion,iOS
44,1394232984,Environment,android
43,1394233031,Environment,iOS
44,1394233039,Sports,iOS
70,1394233261,Sports,iOS
57,1394233377,Technology,android
20,1394233389,Technology,iOS
49,1394233638,Technology,iOS
22,1394233685,Environment,iOS
49,1394233735,Technology,iOS
32,1394233984,Environment,iOS
42,1394233999,Fashion,android
53,1394234091,Environment,iOS
3,1394234121,Sports,android
39,1394234391,Sports,android
50,1394234806,Technology,android
50,1394234862,Games,iOS
60,1394234931,Games,iOS
36,1394235272,Fashion,iOS
47,1394235374,Sports,android
15,1394235479,Sports,iOS
30,1394235779,Fashion,android
57,1394235900,Environment,android
50,1394236013,Fashion,iOS
60,1394236056,Sports,iOS
74,1394236202,Technology,android
37,1394236332,Sports,iOS
53,1394236597,Environment,iOS
39,1394236810,Sports,iOS
36,1394236929,Fashion,android
39,1394236980,Games,iOS
54,1394237171,Fashion,iOS
75,1394237171,Sports,android
50,1394237331,Sports,android
35,1394237567,Sports,android
52,1394237605,Sports,iOS
44,1394237740,Games,iOS
42,1394237870,Environment,iOS
54,1394237963,Sports,android
26,1394238040,Fashion,iOS
72,1394238200,Sports,iOS
9,1394238298,Technology,iOS
66,1394238386,Sports,iOS
43,1394238662,Technology,iOS
41,1394238710,Sports,iOS
51,1394238846,Technology,iOS
41,1394238890,Sports,android
29,1394239082,Fashion,iOS
39,1394239091,Games,iOS
45,1394239299,Sports,android
46,1394239326,Sports,android
30,1394239328,Sports,iOS
53,1394239571,Fashion,iOS
24,1394239587,Technology,iOS
35,1394239607,Environment,android
42,1394239753,Environment,iOS
15,1394239910,Environment,iOS
38,1394240341,Technology,android
46,1394240435,Sports,android
53,1394240476,Sports,iOS
64,1394240497,Sports,iOS
60,1394240575,Environment,iOS
68,1394240654,Games,iOS
56,1394241118,Games,iOS
37,1394241306,Games,android
33,1394241367,Environment,iOS
36,1394241463,Technology,iOS
61,1394241474,Fashion,iOS
37,1394241518,Games,android
49,1394241536,Environment,android
30,1394241606,Sports,iOS
49,1394241647,Sports,android
62,1394241660,Environment,android
34,1394241820,Environment,android
34,1394242048,Technology,iOS
37,1394242175,Technology,android
24,1394242198,Technology,iOS
44,1394242266,Fashion,iOS
32,1394242741,Sports,android
29,1394242905,Fashion,android
23,1394242912,Technology,android
49,1394242931,Games,iOS
48,1394243108,Technology,iOS
27,1394243337,Games,iOS
37,1394243417,Fashion,iOS
27,1394243618,Sports,iOS
49,1394243659,Games,android
36,1394244030,Sports,iOS
60,1394244085,Environment,iOS
44,1394244093,Technology,iOS
48,1394244326,Fashion,iOS
72,1394244439,Fashion,iOS
41,1394244447,Fashion,iOS
57,1394244607,Technology,iOS
70,1394244608,Fashion,android
59,1394244681,Fashion,iOS
43,1394244831,Sports,android
26,1394244898,Technology,iOS
9,1394244913,Sports,iOS
48,1394245026,Games,iOS
77,1394245043,Fashion,iOS
60,1394245143,Sports,iOS
36,1394245151,Sports,iOS
41,1394245682,Fashion,iOS
28,1394245756,Sports,android
16,1394246095,Fashion,android
15,1394246111,Sports,iOS
53,1394246535,Technology,iOS
45,1394246564,Environment,iOS
31,1394246587,Sports,iOS
34,1394246646,Games,android
45,1394246770,Environment,android
36,1394246848,Games,iOS
46,1394246857,Technology,iOS
17,1394246871,Fashion,iOS
45,1394246906,Technology,android
52,1394246912,Fashion,iOS
57,1394247030,Technology,iOS
46,1394247142,Technology,iOS
41,1394247160,Fashion,iOS
47,1394247201,Games,iOS
69,1394247207,Sports,iOS
46,1394247430,Games,android
32,1394247627,Sports,android
1,1394247706,Fashion,android
38,1394247971,Environment,iOS
47,1394248124,Technology,iOS
17,1394248291,Technology,iOS
58,1394248442,Games,iOS
38,1394248762,Sports,iOS
30,1394249038,Environment,iOS
15,1394249228,Fashion,android
39,1394249357,Sports,android
28,1394249550,Games,iOS
66,1394249592,Fashion,iOS
24,1394249798,Fashion,iOS
38,1394250022,Sports,iOS
30,1394250076,Sports,iOS
45,1394250080,Environment,iOS
67,1394250095,Games,iOS
37,1394250117,Technology,iOS
41,1394250532,Games,android
30,1394250563,Technology,iOS
29,1394250942,Technology,android
45,1394250962,Games,android
46,1394251022,Fashion,iOS
45,1394251057,Environment,iOS
65,1394251111,Fashion,iOS
45,1394251147,Games,android
30,1394251150,Technology,iOS
77,1394252091,Fashion,iOS
49,1394252140,Games,android
31,1394252188,Fashion,iOS
35,1394252245,Sports,android
50,1394252246,Environment,android
2,1394252303,Sports,android
24,1394252540,Environment,iOS
55,1394252809,Games,iOS
27,1394252917,Sports,android
31,1394252934,Technology,iOS
43,1394253123,Fashion,iOS
20,1394253231,Sports,android
28,1394253309,Sports,iOS
47,1394253338,Environment,iOS
44,1394253551,Fashion,iOS
45,1394253604,Games,iOS
42,1394253690,Environment,iOS
48,1394253738,Sports,android
41,1394253794,Environment,iOS
46,1394253908,Fashion,iOS
44,1394254074,Technology,iOS
10,1394254193,Games,iOS
28,1394254250,Technology,android
53,1394254359,Fashion,iOS
20,1394254362,Technology,android
16,1394254491,Environment,iOS
41,1394254719,Fashion,iOS
1,1394254720,Games,android
24,1394255093,Technology,iOS
54,1394255137,Sports,android
30,1394255150,Sports,iOS
45,1394255248,Environment,iOS
48,1394255287,Technology,iOS
35,1394255309,Fashion,android
34,1394255418,Sports,iOS
39,1394255486,Technology,iOS
33,1394255630,Sports,android
29,1394255752,Sports,iOS
13,1394255920,Technology,iOS
52,1394256081,Fashion,iOS
39,1394256182,Environment,iOS
41,1394256221,Environment,iOS
24,1394256237,Sports,iOS
60,1394256298,Sports,android
28,1394256373,Games,android
20,1394256456,Technology,iOS
43,1394256824,Sports,iOS
47,1394257272,Technology,iOS
70,1394257411,Technology,iOS
50,1394257612,Environment,android
36,1394257913,Games,iOS
42,1394258116,Environment,iOS
50,1394258316,Fashion,iOS
39,1394258528,Technology,android
44,1394258567,Environment,iOS
16,1394258655,Technology,iOS
53,1394258743,Environment,android
28,1394258859,Fashion,android
41,1394258925,Sports,iOS
35,1394258933,Games,iOS
25,1394259427,Fashion,iOS
19,1394259653,Sports,iOS
38,1394259823,Sports,android
60,1394259833,Sports,android
46,1394259853,Games,iOS
43,1394260216,Technology,iOS
56,1394260356,Technology,android
48,1394260364,Technology,android
38,1394260422,Games,android
22,1394260520,Sports,android
50,1394260816,Games,android
34,1394260827,Fashion,android
38,1394260867,Fashion,iOS
59,1394261009,Sports,iOS
56,1394261094,Games,iOS
49,1394261108,Fashion,iOS
57,1394261156,Technology,iOS
63,1394261335,Sports,android
41,1394261387,Fashion,iOS
40,1394261458,Sports,iOS
47,1394261631,Fashion,android
45,1394261634,Sports,android
45,1394261664,Fashion,android
50,1394261712,Sports,iOS
23,1394261862,Games,android
18,1394262021,Sports,iOS
51,1394262222,Environment,iOS
29,1394262304,Sports,iOS
28,1394262383,Environment,android
27,1394262433,Sports,android
42,1394262545,Sports,android
35,1394262737,Games,iOS
36,1394262744,Fashion,iOS
43,1394263019,Games,iOS
10,1394263145,Fashion,iOS
48,1394263240,Environment,android
31,1394263245,Games,iOS
17,1394263294,Fashion,iOS
43,1394263297,Technology,iOS
38,1394263419,Environment,iOS
46,1394263841,Environment,iOS
67,1394264011,Fashion,android
41,1394264037,Fashion,android
44,1394264116,Sports,iOS
19,1394264118,Environment,iOS
35,1394264177,Fashion,iOS
54,1394264238,Technology,iOS
66,1394264261,Technology,android
53,1394264367,Technology,android
65,1394264379,Fashion,android
53,1394264594,Games,android
46,1394264773,Sports,iOS
51,1394264930,Environment,iOS
45,1394264983,Technology,iOS
55,1394264987,Fashion,android
50,1394265275,Environment,iOS
83,1394265397,Technology,iOS
36,1394265412,Sports,iOS
35,1394265470,Environment,android
30,1394265551,Sports,iOS
30,1394265694,Environment,android
29,1394265821,Fashion,iOS
18,1394265852,Fashion,iOS
31,1394265998,Technology,iOS
28,1394266028,Environment,android
62,1394266048,Games,android
61,1394266199,Sports,android
67,1394266256,Technology,iOS
7,1394266326,Environment,iOS
17,1394266480,Technology,android
44,1394266643,Sports,iOS
50,1394266729,Technology,iOS
72,1394266917,Technology,android
42,1394266943,Games,iOS
54,1394267020,Fashion,iOS
63,1394267168,Environment,android
64,1394267195,Games,iOS
33,1394267418,Fashion,iOS
39,1394267514,Games,android
50,1394267582,Fashion,iOS
33,1394267622,Technology,iOS
48,1394267821,Technology,android
18,1394268007,Fashion,android
50,1394268020,Games,iOS
52,1394268057,Environment,iOS
11,1394268396,Games,android
46,1394268806,Games,iOS
45,1394268950,Fashion,android
30,1394269243,Environment,android
50,1394269291,Fashion,iOS
51,1394269373,Environment,iOS
14,1394269395,Fashion,iOS
29,1394269396,Fashion,iOS
22,1394269403,Games,android
47,1394269493,Games,android
34,1394269620,Environment,iOS
50,1394269627,Environment,iOS
28,1394269734,Environment,iOS
21,1394269744,Fashion,android
55,1394270099,Sports,iOS
38,1394270217,Games,android
63,1394270448,Sports,iOS
42,1394270525,Fashion,iOS
55,1394270555,Environment,android
35,1394270636,Fashion,iOS
21,1394271101,Sports,iOS
35,1394271171,Sports,iOS
47,1394271276,Games,android
47,1394271484,Fashion,iOS
31,1394271708,Sports,iOS
39,1394271745,Sports,iOS
42,1394271829,Technology,android
18,1394271897,Fashion,android
27,1394272423,Environment,iOS
25,1394272461,Games,iOS
25,1394272465,Fashion,iOS
36,1394272741,Sports,android
24,1394272998,Games,iOS
49,1394273003,Technology,iOS
30,1394273016,Fashion,android
61,1394273022,Sports,iOS
56,1394273049,Environment,iOS
24,1394273158,Technology,android
13,1394273285,Games,iOS
43,1394273422,Sports,iOS
39,1394273518,Games,iOS
24,1394273535,Environment,iOS
35,1394273585,Technology,iOS
50,1394273975,Fashion,iOS
53,1394274079,Environment,iOS
11,1394274292,Sports,iOS
39,1394274381,Technology,iOS
47,1394274554,Games,iOS
53,1394274674,Environment,android
37,1394274843,Games,android
15,1394274878,Games,android
33,1394274925,Technology,android
59,1394274949,Games,iOS
29,1394274957,Technology,android
21,1394275141,Fashion,iOS
62,1394275267,Games,iOS
43,1394275428,Games,android
32,1394275523,Games,iOS
4,1394275815,Environment,iOS
30,1394275931,Fashion,iOS
50,1394276016,Environment,iOS
29,1394276032,Environment,iOS
34,1394276079,Sports,android
26,1394276990,Sports,iOS
51,1394277249,Technology,iOS
43,1394277336,Games,iOS
28,1394277346,Environment,iOS
21,1394277458,Environment,iOS
60,1394277531,Fashion,iOS
57,1394277795,Technology,iOS
75,1394278090,Sports,android
57,1394278170,Technology,android
39,1394278278,Games,iOS
1,1394278501,Games,iOS
41,1394278502,Environment,iOS
64,1394278720,Games,iOS
32,1394278907,Games,iOS
42,1394279091,Technology,android
24,1394279309,Sports,iOS
1,1394279593,Fashion,iOS
47,1394279598,Environment,android
39,1394279791,Sports,iOS
60,1394280246,Sports,iOS
40,1394280265,Fashion,android
38,1394280283,Sports,iOS
23,1394280363,Environment,android
43,1394280416,Sports,iOS
49,1394280608,Sports,android
36,1394280651,Fashion,iOS
57,1394280772,Sports,android
34,1394280801,Sports,iOS
50,1394281007,Technology,iOS
41,1394281088,Environment,iOS
32,1394281177,Games,iOS
25,1394281254,Fashion,iOS
57,1394281315,Games,iOS
29,1394281320,Sports,android
24,1394281329,Environment,android
54,1394281391,Technology,iOS
26,1394281445,Technology,iOS
48,1394281501,Sports,android
34,1394281584,Fashion,iOS
36,1394281727,Games,iOS
49,1394281857,Sports,iOS
13,1394281950,Sports,android
56,1394282028,Technology,android
48,1394282192,Games,android
57,1394282384,Technology,android
53,1394282508,Environment,android
22,1394282709,Games,android
30,1394282950,Fashion,android
60,1394283069,Games,iOS
49,1394283255,Fashion,android
35,1394283330,Environment,iOS
38,1394283444,Technology,iOS
65,1394283614,Fashion,iOS
48,1394283907,Environment,android
60,1394283932,Games,android
41,1394284121,Fashion,iOS
22,1394284168,Sports,android
43,1394284230,Games,iOS
38,1394284490,Technology,iOS
46,1394284528,Technology,iOS
22,1394284791,Fashion,android
45,1394284915,Games,android
14,1394284959,Games,android
39,1394284996,Technology,iOS
45,1394285106,Sports,iOS
63,1394285246,Fashion,iOS
63,1394285261,Sports,android
25,1394285369,Fashion,iOS
38,1394285845,Fashion,iOS
36,1394285985,Sports,iOS
74,1394286039,Games,android
32,1394286389,Sports,iOS
41,1394286475,Sports,iOS
51,1394286499,Environment,android
51,1394286510,Games,android
42,1394286636,Sports,android
45,1394286661,Sports,iOS
21,1394286882,Sports,iOS
34,1394286908,Sports,iOS
40,1394287101,Environment,iOS
66,1394287196,Sports,iOS
35,1394287520,Sports,iOS
24,1394287803,Technology,iOS
8,1394287889,Sports,android
40,1394287952,Sports,iOS
36,1394287971,Fashion,iOS
41,1394287987,Sports,iOS
1,1394288051,Fashion,iOS
24,1394288168,Environment,android
36,1394288351,Sports,iOS
68,1394288625,Technology,iOS
48,1394288725,Environment,iOS
39,1394288733,Environment,iOS
46,1394289217,Sports,iOS
50,1394289455,Games,iOS
41,1394289458,Technology,iOS
37,1394289635,Fashion,iOS
30,1394289831,Sports,iOS
19,1394289957,Technology,iOS
48,1394290022,Fashion,iOS
41,1394290404,Games,iOS
55,1394290514,Environment,iOS
64,1394290577,Environment,iOS
39,1394290627,Environment,iOS
59,1394290646,Environment,iOS
25,1394290670,Games,iOS
69,1394290672,Environment,android
53,1394290743,Sports,android
50,1394291030,Sports,android
31,1394291218,Environment,iOS
30,1394291599,Environment,iOS
39,1394291619,Sports,iOS
41,1394291708,Games,iOS
43,1394291745,Sports,android
31,1394291933,Sports,android
29,1394291991,Fashion,iOS
44,1394292004,Environment,android
17,1394292133,Games,iOS
28,1394292298,Fashion,iOS
71,1394292341,Games,iOS
66,1394292414,Technology,iOS
29,1394292510,Environment,android
71,1394292685,Technology,android
49,1394292695,Sports,iOS
27,1394293044,Games,iOS
44,1394293062,Sports,android
32,1394293107,Fashion,iOS
69,1394293123,Environment,iOS
45,1394293347,Technology,iOS
29,1394293370,Sports,iOS
64,1394293380,Technology,iOS
40,1394293510,Games,iOS
50,1394293568,Technology,iOS
37,1394293742,Games,iOS
64,1394293779,Environment,android
45,1394294042,Technology,iOS
48,1394294401,Games,iOS
55,1394294659,Fashion,iOS
43,1394294884,Sports,android
52,1394295390,Technology,iOS
52,1394295573,Games,android
57,1394295640,Games,iOS
2,1394295761,Games,iOS
30,1394295797,Games,iOS
39,1394295829,Sports,iOS
41,1394295952,Technology,iOS
24,1394296022,Fashion,android
39,1394296122,Fashion,iOS
55,1394296132,Fashion,iOS
37,1394296285,Environment,android
39,1394296811,Sports,iOS
44,1394296843,Games,android
28,1394296865,Technology,iOS
15,1394296925,Environment,android
29,1394296943,Games,android
39,1394297095,Technology,android
32,1394297188,Games,android
20,1394297441,Sports,iOS
3,1394297563,Fashion,iOS
19,1394297585,Fashion,iOS
45,1394297730,Games,android
55,1394297773,Games,iOS
30,1394297782,Environment,iOS
75,1394297994,Technology,android
23,1394298185,Environment,android
44,1394298697,Technology,iOS
60,1394299296,Games,iOS
45,1394299378,Environment,android
28,1394299545,Sports,android
45,1394299554,Technology,iOS
52,1394299725,Games,iOS
39,1394299744,Games,iOS
47,1394300018,Technology,iOS
74,1394300090,Environment,android
36,1394300104,Games,iOS
35,1394300442,Games,iOS
37,1394300616,Sports,iOS
35,1394300616,Sports,iOS
20,1394300619,Fashion,iOS
45,1394300668,Environment,iOS
46,1394300733,Environment,android
22,1394300767,Fashion,iOS
54,1394301038,Fashion,iOS
27,1394301151,Environment,iOS
43,1394301177,Sports,iOS
31,1394301371,Sports,iOS
24,1394301519,Games,iOS
17,1394301611,Technology,iOS
13,1394301689,Technology,android
68,1394301710,Environment,android
50,1394301718,Fashion,android
65,1394301749,Fashion,iOS
53,1394301774,Technology,iOS
44,1394301792,Fashion,iOS
49,1394301812,Sports,iOS
48,1394301887,Sports,iOS
41,1394302170,Technology,iOS
33,1394302206,Fashion,iOS
22,1394302280,Sports,iOS
34,1394302439,Sports,android
52,1394302559,Environment,iOS
48,1394302591,Games,iOS
49,1394302666,Sports,android
27,1394302704,Technology,android
28,1394302749,Sports,iOS
49,1394302758,Sports,android
38,1394302881,Fashion,iOS
34,1394302886,Fashion,android
49,1394302947,Fashion,iOS
22,1394303010,Environment,iOS
31,1394303646,Technology,android
36,1394303771,Fashion,android
44,1394304445,Fashion,iOS
53,1394304451,Environment,android
45,1394304580,Sports,iOS
34,1394304819,Technology,iOS
5,1394305194,Games,android
72,1394305196,Technology,iOS
53,1394305317,Technology,android
47,1394305319,Technology,iOS
27,1394305331,Technology,android
44,1394305371,Technology,iOS
42,1394305516,Technology,iOS
48,1394305532,Sports,iOS
38,1394305604,Sports,android
38,1394305617,Environment,iOS
41,1394305879,Sports,iOS
20,1394305994,Fashion,android
16,1394306174,Technology,iOS
41,1394306192,Games,android
65,1394306229,Fashion,iOS
40,1394306383,Fashion,iOS
46,1394306422,Games,android
33,1394306738,Fashion,iOS
34,1394306991,Environment,android
18,1394306996,Environment,iOS
57,1394307469,Sports,android
12,1394307545,Environment,iOS
23,1394307576,Games,android
14,1394307674,Environment,iOS
43,1394307692,Sports,android
58,1394307789,Fashion,iOS
45,1394307993,Technology,iOS
26,1394308018,Technology,iOS
21,1394308263,Technology,android
48,1394308374,Games,iOS
42,1394308383,Sports,iOS
38,1394308391,Technology,iOS
43,1394308430,Fashion,iOS
21,1394308442,Technology,android
37,1394308713,Environment,android
57,1394308933,Games,iOS
51,1394308959,Games,iOS
51,1394308962,Fashion,iOS
33,1394309030,Games,iOS
59,1394309485,Games,android
10,1394309546,Sports,iOS
49,1394309664,Technology,iOS
27,1394309725,Environment,iOS
81,1394309971,Environment,android
49,1394310021,Sports,iOS
45,1394310039,Fashion,android
50,1394310171,Fashion,iOS
63,1394310710,Games,iOS
28,1394310776,Fashion,iOS
64,1394310849,Environment,iOS
28,1394311018,Technology,iOS
8,1394311048,Games,iOS
48,1394311088,Fashion,iOS
68,1394311113,Sports,android
38,1394311172,Environment,iOS
32,1394311208,Fashion,android
28,1394311282,Environment,iOS
51,1394311589,Sports,iOS
26,1394311590,Fashion,iOS
47,1394311750,Games,iOS
73,1394311828,Technology,iOS
40,1394311926,Games,android
18,1394311943,Fashion,iOS
44,1394311987,Technology,iOS
64,1394312056,Technology,android
59,1394312091,Games,iOS
16,1394312109,Sports,android
61,1394312258,Games,android
42,1394312326,Technology,iOS
40,1394312510,Games,android
66,1394312600,Fashion,iOS
50,1394312770,Fashion,android
17,1394312773,Fashion,iOS
23,1394312815,Fashion,android
38,1394312962,Games,android
41,1394313050,Fashion,android
30,1394313056,Technology,iOS
38,1394313087,Technology,iOS
51,1394313245,Environment,iOS
49,1394313559,Games,iOS
34,1394313715,Games,iOS
34,1394313778,Environment,android
45,1394313868,Environment,android
50,1394313876,Games,android
72,1394314119,Environment,android
48,1394314149,Sports,iOS
39,1394314173,Technology,iOS
53,1394314239,Technology,iOS
38,1394314450,Games,android
18,1394314457,Technology,iOS
22,1394314670,Fashion,iOS
54,1394314830,Fashion,iOS
38,1394314885,Fashion,iOS
63,1394315554,Games,iOS
38,1394315582,Fashion,iOS
30,1394315606,Sports,android
63,1394316132,Sports,iOS
54,1394316196,Environment,iOS
52,1394316476,Environment,iOS
48,1394316648,Sports,iOS
57,1394316835,Games,android
46,1394317003,Technology,android
28,1394317163,Environment,android
41,1394317253,Games,iOS
59,1394317349,Games,iOS
27,1394317385,Technology,iOS
29,1394317763,Games,iOS
48,1394317842,Fashion,iOS
41,1394317858,Fashion,iOS
43,1394318070,Environment,android
31,1394318126,Fashion,iOS
36,1394318330,Games,android
61,1394318956,Environment,iOS
42,1394319253,Games,iOS
48,1394319303,Fashion,iOS
59,1394319547,Games,iOS
39,1394319597,Sports,iOS
62,1394319640,Games,iOS
42,1394319731,Sports,android
76,1394320185,Sports,iOS
24,1394320264,Games,iOS
39,1394320338,Technology,android
15,1394320726,Sports,iOS
43,1394320825,Fashion,android
37,1394321078,Sports,iOS
60,1394321092,Games,iOS
43,1394321151,Environment,android
21,1394321551,Environment,iOS
52,1394321708,Technology,iOS
12,1394321724,Technology,iOS
54,1394321983,Environment,iOS
